07/01/1983,09:04:36,173.60,0
07/01/1983,09:04:36,173.50,0
07/01/1983,10:00:45,173.40,0
07/01/1983,11:41:06,173.40,0
07/01/1983,13:38:21,173.50,0
07/01/1983,13:42:07,173.60,0
07/01/1983,13:47:14,173.70,0
07/01/1983,14:00:45,173.80,0
07/01/1983,14:39:31,173.90,0
07/05/1983,09:02:14,171.20,0
07/05/1983,09:23:24,171.10,0
07/05/1983,09:23:24,171.00,0
07/05/1983,09:28:53,170.70,0
07/05/1983,09:53:13,170.70,0
07/05/1983,10:01:24,170.80,0
07/05/1983,10:02:31,170.90,0
07/05/1983,10:16:10,171.00,0
07/05/1983,11:12:13,171.00,0
07/05/1983,12:56:41,170.90,0
07/05/1983,13:01:14,170.80,0
07/05/1983,13:04:17,170.50,0
07/05/1983,13:09:39,170.30,0
07/05/1983,13:31:10,170.30,0
07/05/1983,13:37:47,170.40,0
07/05/1983,13:46:57,170.50,0
07/05/1983,14:12:31,170.60,0
07/05/1983,14:34:48,170.70,0
07/05/1983,14:40:09,170.80,0
07/06/1983,09:00:53,171.20,0
07/06/1983,09:04:37,171.30,0
07/06/1983,09:11:40,171.40,0
07/06/1983,10:02:26,171.40,0
07/06/1983,11:03:08,171.30,0
07/06/1983,11:14:00,171.20,0
07/06/1983,11:14:00,171.10,0
07/06/1983,11:14:00,171.00,0
07/06/1983,11:57:36,171.00,0
07/06/1983,12:05:18,171.10,0
07/06/1983,12:17:14,171.20,0
07/06/1983,12:36:08,171.20,0
07/06/1983,12:36:08,171.10,0
07/06/1983,12:43:31,171.10,0
07/06/1983,12:45:28,171.20,0
07/06/1983,12:47:41,171.30,0
07/06/1983,12:47:41,171.40,0
07/06/1983,12:48:31,171.50,0
07/06/1983,12:48:31,171.60,0
07/06/1983,13:34:50,171.80,0
07/06/1983,13:37:05,171.90,0
07/06/1983,13:40:33,172.10,0
07/06/1983,13:49:13,172.30,0
07/06/1983,14:06:04,172.50,0
07/06/1983,14:10:42,172.60,0
07/06/1983,14:10:42,172.70,0
07/06/1983,14:21:42,173.00,0
07/06/1983,14:37:29,173.00,0
07/06/1983,14:37:29,172.90,0
07/06/1983,14:43:13,172.90,0
07/06/1983,14:55:48,172.95,0
07/06/1983,14:55:48,173.00,0
07/07/1983,09:02:05,172.70,0
07/07/1983,09:13:08,172.60,0
07/07/1983,09:16:54,172.50,0
07/07/1983,09:47:53,172.50,0
07/07/1983,09:47:53,172.60,0
07/07/1983,09:47:54,172.70,0
07/07/1983,09:53:29,172.80,0
07/07/1983,09:53:29,172.90,0
07/07/1983,09:53:29,173.00,0
07/07/1983,10:07:35,172.90,0
07/07/1983,10:07:35,172.80,0
07/07/1983,10:07:35,172.70,0
07/07/1983,10:38:03,172.60,0
07/07/1983,10:47:58,172.40,0
07/07/1983,11:00:48,172.30,0
07/07/1983,11:45:20,172.30,0
07/07/1983,11:48:53,172.40,0
07/07/1983,11:48:53,172.50,0
07/07/1983,11:54:44,172.60,0
07/07/1983,11:54:44,172.70,0
07/07/1983,12:11:01,172.80,0
07/07/1983,12:11:01,172.90,0
07/07/1983,12:23:54,173.00,0
07/07/1983,12:57:05,173.10,0
07/07/1983,12:57:40,173.20,0
07/07/1983,12:57:40,173.30,0
07/07/1983,12:57:40,173.40,0
07/07/1983,13:02:02,173.50,0
07/07/1983,13:02:02,173.60,0
07/07/1983,13:02:02,173.70,0
07/07/1983,13:07:34,173.90,0
07/07/1983,13:11:50,174.00,0
07/07/1983,13:14:13,174.10,0
07/07/1983,13:18:20,174.20,0
07/07/1983,13:42:14,174.30,0
07/07/1983,13:42:14,174.40,0
07/07/1983,13:42:14,174.50,0
07/07/1983,13:42:14,174.60,0
07/07/1983,14:05:39,174.60,0
07/07/1983,14:05:39,174.40,0
07/07/1983,14:05:39,174.20,0
07/07/1983,14:05:39,174.00,0
07/07/1983,14:06:43,173.80,0
07/07/1983,14:06:43,173.60,0
07/07/1983,14:11:20,173.40,0
07/07/1983,14:11:20,173.20,0
07/07/1983,14:13:29,173.00,0
07/07/1983,14:16:00,172.90,0
07/07/1983,14:16:00,172.70,0
07/07/1983,14:20:36,172.60,0
07/07/1983,14:20:37,172.40,0
07/07/1983,14:20:37,172.20,0
07/07/1983,14:47:14,172.00,0
07/07/1983,14:51:25,171.90,0
07/07/1983,14:51:30,171.80,0
07/07/1983,14:51:30,171.70,0
07/07/1983,15:14:31,171.50,0
07/08/1983,09:01:23,171.60,0
07/08/1983,09:04:33,171.70,0
07/08/1983,09:08:07,171.80,0
07/08/1983,09:10:08,171.90,0
07/08/1983,09:23:08,171.90,0
07/08/1983,10:08:28,171.70,0
07/08/1983,11:51:02,171.70,0
07/08/1983,11:51:14,171.80,0
07/08/1983,12:05:00,171.90,0
07/08/1983,12:19:10,171.90,0
07/08/1983,12:31:38,171.90,0
07/08/1983,12:31:38,172.00,0
07/08/1983,12:33:39,172.10,0
07/08/1983,13:23:55,172.10,0
07/08/1983,13:23:55,172.00,0
07/08/1983,13:27:53,171.80,0
07/08/1983,13:31:25,171.50,0
07/08/1983,13:40:38,171.20,0
07/08/1983,14:07:33,171.20,0
07/08/1983,14:48:49,171.30,0
07/08/1983,15:14:00,171.40,0
07/11/1983,09:00:54,172.10,0
07/11/1983,09:02:37,172.40,0
07/11/1983,09:42:55,172.40,0
07/11/1983,09:42:55,172.30,0
07/11/1983,09:42:55,172.25,0
07/11/1983,10:02:53,172.20,0
07/11/1983,10:48:32,172.20,0
07/11/1983,10:49:43,172.30,0
07/11/1983,11:33:48,172.40,0
07/11/1983,11:33:48,172.50,0
07/11/1983,11:37:05,172.60,0
07/11/1983,11:37:05,172.70,0
07/11/1983,11:40:25,172.80,0
07/11/1983,12:32:04,172.90,0
07/11/1983,12:32:04,173.00,0
07/11/1983,12:40:26,173.10,0
07/11/1983,12:48:53,173.10,0
07/11/1983,12:56:10,173.00,0
07/11/1983,13:03:03,172.90,0
07/11/1983,13:13:36,172.85,0
07/11/1983,13:22:51,172.80,0
07/11/1983,13:22:51,172.70,0
07/11/1983,13:22:51,172.60,0
07/11/1983,13:22:51,172.50,0
07/11/1983,13:22:55,172.40,0
07/11/1983,13:22:55,172.30,0
07/11/1983,13:22:55,172.25,0
07/11/1983,13:28:04,172.15,0
07/11/1983,13:38:12,172.15,0
07/11/1983,13:38:12,172.20,0
07/11/1983,13:41:42,172.40,0
07/11/1983,13:46:28,172.50,0
07/11/1983,13:48:13,172.70,0
07/11/1983,14:04:53,172.70,0
07/11/1983,14:04:53,172.65,0
07/11/1983,14:04:53,172.60,0
07/11/1983,14:04:53,172.55,0
07/11/1983,14:08:49,172.50,0
07/11/1983,14:08:49,172.45,0
07/11/1983,14:08:49,172.40,0
07/11/1983,14:08:49,172.35,0
07/11/1983,14:08:58,172.30,0
07/11/1983,14:08:58,172.25,0
07/11/1983,14:17:02,172.25,0
07/11/1983,14:18:56,172.25,0
07/11/1983,14:21:41,172.20,0
07/11/1983,14:21:41,172.10,0
07/11/1983,14:29:45,172.00,0
07/11/1983,14:29:45,171.90,0
07/11/1983,14:31:24,171.90,0
07/11/1983,14:31:24,172.00,0
07/11/1983,14:33:06,172.10,0
07/11/1983,14:33:06,172.20,0
07/11/1983,14:56:24,172.30,0
07/11/1983,14:56:24,172.40,0
07/11/1983,14:56:24,172.50,0
07/11/1983,15:13:12,172.50,0
07/12/1983,09:01:18,172.00,0
07/12/1983,10:40:41,171.90,0
07/12/1983,10:40:41,171.80,0
07/12/1983,10:40:41,171.70,0
07/12/1983,10:40:59,171.60,0
07/12/1983,10:40:59,171.50,0
07/12/1983,10:40:59,171.40,0
07/12/1983,11:09:29,171.30,0
07/12/1983,11:09:29,171.20,0
07/12/1983,11:09:29,171.10,0
07/12/1983,11:09:30,171.00,0
07/12/1983,11:16:41,170.90,0
07/12/1983,11:16:41,170.80,0
07/12/1983,11:16:41,170.75,0
07/12/1983,11:22:56,170.70,0
07/12/1983,11:22:56,170.60,0
07/12/1983,11:22:56,170.50,0
07/12/1983,11:26:41,170.50,0
07/12/1983,11:45:04,170.60,0
07/12/1983,11:45:04,170.70,0
07/12/1983,11:56:24,170.70,0
07/12/1983,12:00:13,170.70,0
07/12/1983,12:06:42,170.80,0
07/12/1983,12:17:16,170.80,0
07/12/1983,12:21:47,170.80,0
07/12/1983,12:24:38,170.90,0
07/12/1983,12:25:55,171.00,0
07/12/1983,12:27:19,171.00,0
07/12/1983,12:29:57,170.90,0
07/12/1983,12:29:57,170.80,0
07/12/1983,12:32:30,170.60,0
07/12/1983,12:44:33,170.60,0
07/12/1983,12:44:34,170.70,0
07/12/1983,12:58:08,170.70,0
07/12/1983,12:59:38,170.60,0
07/12/1983,13:05:14,170.60,0
07/12/1983,13:05:14,170.70,0
07/12/1983,13:08:24,170.70,0
07/12/1983,13:13:26,170.60,0
07/12/1983,13:13:26,170.55,0
07/12/1983,13:17:15,170.55,0
07/12/1983,13:17:15,170.60,0
07/12/1983,13:19:35,170.60,0
07/12/1983,13:23:53,170.50,0
07/12/1983,13:30:07,170.40,0
07/12/1983,13:30:07,170.30,0
07/12/1983,13:34:54,170.20,0
07/12/1983,13:34:54,170.10,0
07/12/1983,13:38:54,170.00,0
07/12/1983,13:38:54,169.90,0
07/12/1983,13:38:54,169.80,0
07/12/1983,13:44:12,169.80,0
07/12/1983,13:55:35,169.80,0
07/12/1983,13:58:09,169.80,0
07/12/1983,13:58:09,169.90,0
07/12/1983,14:05:28,170.00,0
07/12/1983,14:05:30,170.10,0
07/12/1983,14:19:30,170.20,0
